product_name,product_category,review_text,rating,date,language
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","If adding more than one child to the account, the screen will not rotate properly for the second, third, or fourth child. Geek squad could not fix this problem, seems to be a manufacturer's issue. Also, there are too many adds. I returned this product.",1.0,2017-01-09T00:00:00.000Z,en
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","nice size, very clear but randomly shuts off. cant remove unwanted apps from the home screen. if you watch video..it buffers alot and laggs.",2.0,2017-01-06T00:00:00.000Z,en
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","My Hulu plays perfectly..great volume. Kindle starts right up so I'm able to read fine. However, when I'm on Facebook and click on an article to read, it goes to the page, and within 30 seconds, the page closes. Sometimes Facebook app won't even load. I find it blanking in and out and not showing some icons at times. I haven't dropped it so I'm assuming this is an internal problem :( I have tried playing a couple games and it will say that I need ""the Amazon app"" where I go to purchase stuff, which I already have...then it closes out saying ERROR. I wish I could replace for a new one.",2.0,2017-01-06T00:00:00.000Z,en
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",It was on a total of an hour and a half when the screen went completely dark. Would not turn on after that. The battery was fine....It just quit working all together.,1.0,2017-01-06T00:00:00.000Z,en
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",I bought this on line as a gift. The unit does not stay on and I cannot get in touch with anyone to get the unit repaired,1.0,2017-01-05T00:00:00.000Z,en
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","Nothing but problems after a month. Luckily I could take it back and get a credit for the kindle to put towards an ipad. It started off working fine then after a month it started losing internet connection randomly (while the old ipad had no problems). Then it stopped charging, never got past 1%. Tried different outlets, different android chargers. Nothing. Worthless",1.0,2017-05-19T00:00:00.000Z,en
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","You get what you pay for... This is not great, the functionality and limitations leave much to be desired. Should have spent more and got another Samsung Galaxy Tab.",2.0,2017-05-20T00:00:00.000Z,en
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","was cheap, can not run chrome stuff, returned to store.",1.0,2017-05-18T00:00:00.000Z,en
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",I'm planning on returning this tablet just as soon as I can!`,2.0,2017-05-17T00:00:00.000Z,en
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","I bought this to replace a 3-year old Kindle Fire 7"" HDX that I had just dropped on the floor. I sort of panicked, so after doing a couple of hours of research I picked this tablet. Just to be on the safe side I got 16 additional GB of memory. I installed a couple of games (none of them memory hogs) and a cookbook app, in addition to downloading a couple of books and dictionaries. I can honestly say this is the slowest tablet I've ever had. Just rotating the screen takes 7-10 seconds, and that's if there's only one app open. Opening a book or magazine can take half a minute, and God help you if you want to switch between a recipe and a magazine while you're cooking! Amazon is obviously more concerned about showing you constant special offers and apps than having satisfied customers. Since there are no other Fire tablets available for whatever reason (maybe they're being discontinued?) I'll be replacing it with either an iPad or a Galaxy tablet.",1.0,2017-05-16T00:00:00.000Z,en
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Prior to using the device I decided to recharge it to 100% and was shocked to find out that it takes 6 hours. Unless you have a lot of time don't buy this device.,1.0,2017-05-10T00:00:00.000Z,en
"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers,,","eBook Readers,Kindle E-readers,Computers & Tablets,E-Readers & Accessories,E-Readers",This is not an upgrade by any means! My three year old kindle outperformed Oasis.Battery life better than a week with the lights on lowest setting Magnetic connector is poorly designed and grows weak Two pieces to keep up with; unsnaps constantly Amazon Customer Services promises it will resolved in an update,1.0,2017-03-09T00:00:00.000Z,en
"Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers,,","eBook Readers,Kindle E-readers,Computers & Tablets,E-Readers & Accessories,E-Readers",Easy to carry in purse or pocket but doesn't do anything better than the cheapest Kindle reader.,2.0,2016-12-31T00:00:00.000Z,en
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","Tablets,Fire Tablets,Electronics,Computers,Computer Components,Hard Drives & Storage,Computers & Tablets,All Tablets",I bought this because I have ebooks in college. Not only could I not get my ebook. I called the school IT department. They could not either. My semester was already started. The sales representative at the store told me this is what I needed. I ended up buying a tablet from my phone carrier and my ebooks were right there in less than 5 minutes with the schools IT department help.,1.0,2017-04-21T00:00:00.000Z,en
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","Tablets,Fire Tablets,Electronics,Computers,Computer Components,Hard Drives & Storage,Computers & Tablets,All Tablets",I had to return this product as it was not compatible with things such as Facebook and Itunes... which is what I needed it for. Great if you are into books and streaming movies!,1.0,2016-11-16T00:00:00.000Z,en
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","Tablets,Fire Tablets,Electronics,Computers,Computer Components,Hard Drives & Storage,Computers & Tablets,All Tablets","The last 2 models of Kindle HDX 8 have been terrible. We have purchased 2 of each model of Kindle and up until the last 2 models, they have been great. Last years had to be replaced 7 or 8 times and for the same problem. The slot for the SD card is defective. I gave up and bought the newest model. It shuts completely down if you try to plug it in to external speakers and sometimes it shuts down for no reason. It's going back after the first of the year. This is going to be my last year for Kindles unless they make them the same quality as before. Phooey!",1.0,2016-12-24T00:00:00.000Z,en
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","Tablets,Fire Tablets,Electronics,Computers,Computer Components,Hard Drives & Storage,Computers & Tablets,All Tablets","Bought this mostly as a backup.and to read a few books, since I have a larger cell phone and a back up. Used it occasionally may 40 or 50 hours of use till this week when I sent my laptop in for repairs. so I probably used it a tot this week. I was watching my 3rd Primetime video this week and it simply turned off. It will not turn on using any power trick such as safe mode. It is gone, It is toast. Bought it October 11, 2016 , It quit on February 9, 2015. My old Fire lasted 4 or 5 years with more use. it had stereo speakers, lasted a week on a charge not 2 or 3 days.Sturdier built. This is full of junk, I am not just offered more apps, it is constantly trying to add them. JUNK JUNK JUNK",1.0,2017-02-11T00:00:00.000Z,en
"Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,
Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,","Tablets,Fire Tablets,Computers & Tablets,All Tablets",Dont have option for password ask you before buying apps once you authorized as allow its done.Not as many free good apps Like apple have it,1.0,2017-05-26T00:00:00.000Z,en
"Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,
Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,","Amazon Devices & Accessories,Amazon Device Accessories,Power Adapters & Cables,Kindle Store,Kindle E-Reader Accessories,Kindle Paperwhite Accessories",Most buyers will have a phone or other charger that will work so you probably don't need to buy this.,1.0,2017-08-01T00:00:00.000Z,en
"Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,
Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,","Amazon Devices & Accessories,Amazon Device Accessories,Power Adapters & Cables,Kindle Store,Kindle E-Reader Accessories,Kindle Paperwhite Accessories",cheap - need to constantly make sure plugged in - slightly too small - saved some bucks there - not amazon quality,1.0,2017-06-14T00:00:00.000Z,en
"Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,
Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,","Amazon Devices & Accessories,Amazon Device Accessories,Power Adapters & Cables,Kindle Store,Kindle E-Reader Accessories,Kindle Paperwhite Accessories","If you actually paid 20 for this adapter, you're out of your mind.",1.0,2017-03-29T00:00:00.000Z,en
"Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,
Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,","Amazon Devices & Accessories,Amazon Device Accessories,Power Adapters & Cables,Kindle Store,Kindle E-Reader Accessories,Kindle Paperwhite Accessories","This is the THIRD power charger that I have HAD to buy at cost of over 30 each since my Kindle Fire purchase. Why can't the chargers last a REASONABLE amount of time When I connected this charger, I received a message saying that it was a LOW level charger it probably would not charge while the Kindle was in use. NOT ACCEPTABLE for this cost!!!",1.0,2017-04-20T00:00:00.000Z,en
